referrer,views_total,views_unique
nutui.jd.com,3421,659
github.com,1274,274
Google,182,80
joyspace.jd.com,121,3
link.juejin.cn,70,55
link.csdn.net,28,10
Baidu,27,20
cn.bing.com,27,18
Bing,27,3
ext.dcloud.net.cn,19,1
