url_path,views_total,views_unique
/jdf2e/nutui,2751,1291
/jdf2e/nutui/issues,2178,478
/jdf2e/nutui/pulls,436,69
/jdf2e/nutui/releases,427,281
/jdf2e/nutui/tree/next/src,400,200
/jdf2e/nutui/tree/next/src/packages,312,172
/jdf2e/nutui/tree/next/src/packages/__VUE,211,125
/jdf2e/nutui/blob/next/awesome.md,129,104
/jdf2e/nutui/tree/next/src/sites,126,74
/jdf2e/nutui/search,124,48
