referrer,views_total,views_unique
nutui.jd.com,3648,795
github.com,1572,256
link.juejin.cn,136,69
Google,122,58
jagile.jd.com,28,14
link.zhihu.com,23,13
link.segmentfault.com,21,3
cn.bing.com,20,17
gitee.com,20,14
mail.qq.com,14,2
