referrer,views_total,views_unique
nutui.jd.com,5181,823
github.com,935,201
Google,256,129
link.juejin.cn,126,26
cn.bing.com,82,42
Baidu,59,15
npmjs.com,39,6
link.zhihu.com,28,18
Bing,18,12
gitee.com,14,12
