time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-11 00:00:00+00:00,34,12,971,197
2024-04-12 00:00:00+00:00,7,7,1299,281
2024-04-13 00:00:00+00:00,7,7,260,95
2024-04-14 00:00:00+00:00,14,7,150,65
2024-04-15 00:00:00+00:00,45,15,847,237
2024-04-16 00:00:00+00:00,42,14,869,193
2024-04-17 00:00:00+00:00,27,14,916,201
2024-04-18 00:00:00+00:00,73,17,727,178
2024-04-19 00:00:00+00:00,83,14,891,178
2024-04-20 00:00:00+00:00,5,5,418,75
2024-04-21 00:00:00+00:00,14,7,287,67
2024-04-22 00:00:00+00:00,35,9,772,192
2024-04-23 00:00:00+00:00,12,10,748,172
2024-04-24 00:00:00+00:00,25,12,704,174
