referrer,views_total,views_unique
nutui.jd.com,3926,673
github.com,418,110
Google,342,143
medium.com,160,51
cn.bing.com,134,54
npmjs.com,103,3
Baidu,78,47
Bing,43,16
link.juejin.cn,42,10
gitee.com,21,9
