referrer,views_total,views_unique
nutui.jd.com,5159,853
github.com,1027,241
Google,397,92
cn.bing.com,84,41
link.juejin.cn,76,39
Baidu,52,16
link.csdn.net,31,6
link.zhihu.com,30,15
gitee.com,26,13
mail.qq.com,20,4
