time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-16 00:00:00+00:00,15,9,940,179
2023-06-17 00:00:00+00:00,4,4,263,80
2023-06-18 00:00:00+00:00,4,4,374,74
2023-06-19 00:00:00+00:00,50,11,940,187
2023-06-20 00:00:00+00:00,23,9,846,170
2023-06-21 00:00:00+00:00,2,2,844,159
2023-06-22 00:00:00+00:00,9,6,254,53
2023-06-23 00:00:00+00:00,6,6,312,52
2023-06-24 00:00:00+00:00,3,3,176,56
2023-06-25 00:00:00+00:00,43,11,838,191
2023-06-26 00:00:00+00:00,25,16,866,191
2023-06-27 00:00:00+00:00,29,10,1145,219
2023-06-28 00:00:00+00:00,68,16,1403,200
2023-06-29 00:00:00+00:00,1,1,1082,160
