referrer,views_total,views_unique
nutui.jd.com,5711,926
github.com,1917,339
Google,271,108
joyspace.jd.com,196,3
link.juejin.cn,162,65
Baidu,53,37
cn.bing.com,39,30
link.csdn.net,33,12
gitee.com,29,8
link.zhihu.com,28,25
