referrer,views_total,views_unique
nutui.jd.com,5201,864
github.com,1325,228
Google,295,102
cn.bing.com,81,41
Bing,59,7
link.juejin.cn,53,25
joyspace.jd.com,46,1
link.zhihu.com,38,10
Baidu,33,18
gitee.com,18,6
