referrer,views_total,views_unique
nutui.jd.com,3295,790
github.com,716,173
Google,349,134
cn.bing.com,106,53
medium.com,53,24
Baidu,51,36
link.juejin.cn,44,24
Bing,41,20
link.zhihu.com,31,19
gitee.com,19,7
