referrer,views_total,views_unique
nutui.jd.com,4039,697
github.com,1134,201
Google,273,120
link.juejin.cn,213,26
cn.bing.com,82,41
link.zhihu.com,34,25
npmjs.com,23,7
gitee.com,20,8
Baidu,19,8
Bing,9,5
