time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,92,25,981,178
2023-12-15 00:00:00+00:00,125,31,1153,173
2023-12-16 00:00:00+00:00,126,21,379,66
2023-12-17 00:00:00+00:00,49,18,380,52
2023-12-18 00:00:00+00:00,121,22,1057,173
2023-12-19 00:00:00+00:00,70,19,1007,161
2023-12-20 00:00:00+00:00,63,16,948,143
2023-12-21 00:00:00+00:00,165,34,1321,166
2023-12-22 00:00:00+00:00,70,22,960,168
2023-12-23 00:00:00+00:00,37,14,399,86
2023-12-24 00:00:00+00:00,76,16,356,61
2023-12-25 00:00:00+00:00,98,17,895,175
2023-12-26 00:00:00+00:00,43,11,1016,160
2023-12-27 00:00:00+00:00,28,10,597,152
