referrer,views_total,views_unique
nutui.jd.com,5164,780
github.com,1306,253
Google,151,72
link.juejin.cn,73,63
cn.bing.com,63,22
Baidu,52,20
link.zhihu.com,36,15
link.csdn.net,28,16
gitee.com,17,10
blog.51cto.com,17,2
