time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-05 00:00:00+00:00,7,6,129,34
2023-10-06 00:00:00+00:00,1,1,199,47
2023-10-07 00:00:00+00:00,30,10,685,141
2023-10-08 00:00:00+00:00,6,5,740,137
2023-10-09 00:00:00+00:00,27,10,836,138
2023-10-10 00:00:00+00:00,8,6,800,157
2023-10-11 00:00:00+00:00,5,5,730,160
2023-10-12 00:00:00+00:00,29,9,686,147
2023-10-13 00:00:00+00:00,27,8,786,123
2023-10-14 00:00:00+00:00,27,3,183,49
2023-10-15 00:00:00+00:00,10,7,134,34
2023-10-16 00:00:00+00:00,33,7,779,138
2023-10-17 00:00:00+00:00,7,6,752,129
2023-10-18 00:00:00+00:00,50,13,822,159
