referrer,views_total,views_unique
nutui.jd.com,5239,874
github.com,2445,386
Google,234,101
link.juejin.cn,67,34
Baidu,63,31
cn.bing.com,48,30
link.zhihu.com,44,30
gitee.com,29,25
bytedance.feishu.cn,27,2
link.csdn.net,20,16
