referrer,views_total,views_unique
nutui.jd.com,4412,760
github.com,958,199
Google,326,115
cn.bing.com,155,52
link.juejin.cn,60,28
gitee.com,44,13
Baidu,36,19
link.zhihu.com,16,12
Bing,13,9
m.baidu.com,10,1
