referrer,views_total,views_unique
nutui.jd.com,4883,732
github.com,1097,172
Google,349,134
cn.bing.com,106,51
link.juejin.cn,68,21
link.zhihu.com,67,16
Baidu,59,14
github.sheincorp.cn,46,1
Bing,27,15
gitee.com,24,11
