referrer,views_total,views_unique
nutui.jd.com,3621,610
github.com,563,133
Google,249,132
medium.com,204,65
cn.bing.com,128,62
Baidu,85,39
gitee.com,72,17
Bing,45,18
link.juejin.cn,26,16
link.zhihu.com,11,8
