referrer,views_total,views_unique
nutui.jd.com,5748,890
github.com,1202,237
Google,242,103
cn.bing.com,88,39
link.juejin.cn,71,38
gitee.com,35,7
Baidu,31,18
link.zhihu.com,25,11
npmjs.com,18,9
joyspace.jd.com,18,2
