referrer,views_total,views_unique
nutui.jd.com,3694,777
github.com,495,138
Google,203,113
link.juejin.cn,169,58
medium.com,83,31
cn.bing.com,80,51
Baidu,70,54
51cto.com,48,3
webcache.googleusercontent.com,40,1
npmjs.com,34,5
