referrer,views_total,views_unique
nutui.jd.com,5413,1276
github.com,2343,322
Google,199,75
cn.bing.com,68,32
link.juejin.cn,61,38
link.zhihu.com,60,19
joyspace.jd.com,57,1
Baidu,55,21
oschina.net,52,28
Bing,27,7
