time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-05 00:00:00+00:00,3,3,160,60
2023-11-06 00:00:00+00:00,62,13,656,144
2023-11-07 00:00:00+00:00,56,7,911,173
2023-11-08 00:00:00+00:00,49,11,694,159
2023-11-09 00:00:00+00:00,75,10,955,149
2023-11-10 00:00:00+00:00,68,16,632,132
2023-11-11 00:00:00+00:00,2,2,155,51
2023-11-12 00:00:00+00:00,7,4,163,46
2023-11-13 00:00:00+00:00,59,9,754,149
2023-11-14 00:00:00+00:00,56,9,905,163
2023-11-15 00:00:00+00:00,27,6,1133,154
2023-11-16 00:00:00+00:00,5,4,703,168
2023-11-17 00:00:00+00:00,64,11,940,143
2023-11-18 00:00:00+00:00,58,9,379,72
