referrer,views_total,views_unique
nutui.jd.com,2981,518
github.com,689,137
Google,256,88
cn.bing.com,98,41
wx.mail.qq.com,92,1
link.juejin.cn,53,22
link.csdn.net,45,6
npmjs.com,34,6
mail.qq.com,22,2
Bing,18,9
