referrer,views_total,views_unique
nutui.jd.com,3354,776
github.com,969,134
Google,346,124
cn.bing.com,112,54
medium.com,93,36
Baidu,79,45
Bing,45,16
link.juejin.cn,42,20
gitee.com,40,10
link.csdn.net,20,13
