url_path,views_total,views_unique
/jdf2e/nutui,2374,1194
/jdf2e/nutui/issues,1871,485
/jdf2e/nutui/releases,463,265
/jdf2e/nutui/tree/v4/src,336,157
/jdf2e/nutui/tree/v4/src/packages,290,127
/jdf2e/nutui/pulls,290,70
/jdf2e/nutui/tree/v4/src/packages/__VUE,152,75
/jdf2e/nutui/search,143,77
/jdf2e/nutui/blob/v4/awesome.md,105,79
/jdf2e/nutui/tree/v4/src/sites,77,49
