time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-10 00:00:00+00:00,19,11,1035,219
2022-11-11 00:00:00+00:00,23,10,1079,221
2022-11-12 00:00:00+00:00,5,5,290,101
2022-11-13 00:00:00+00:00,3,3,253,73
2022-11-14 00:00:00+00:00,27,14,977,212
2022-11-15 00:00:00+00:00,27,8,1079,193
2022-11-16 00:00:00+00:00,25,16,1123,222
2022-11-17 00:00:00+00:00,87,16,1156,193
2022-11-18 00:00:00+00:00,69,16,1139,240
2022-11-19 00:00:00+00:00,1255,5,353,98
2022-11-20 00:00:00+00:00,6,6,310,93
2022-11-21 00:00:00+00:00,9,8,1121,224
2022-11-22 00:00:00+00:00,19,15,1053,247
2022-11-23 00:00:00+00:00,4,4,890,199
