referrer,views_total,views_unique
nutui.jd.com,4326,918
github.com,508,164
link.juejin.cn,478,182
Google,396,155
cn.bing.com,94,64
Baidu,89,60
medium.com,81,27
gitee.com,68,11
npmjs.com,49,6
hellogithub.com,28,24
