time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-20 00:00:00+00:00,2,2,262,58
2023-01-21 00:00:00+00:00,1,1,170,65
2023-01-22 00:00:00+00:00,2,2,117,51
2023-01-23 00:00:00+00:00,1147,4,162,45
2023-01-24 00:00:00+00:00,6,3,103,39
2023-01-25 00:00:00+00:00,7,4,107,33
2023-01-26 00:00:00+00:00,7,4,92,37
2023-01-27 00:00:00+00:00,7,4,110,47
2023-01-28 00:00:00+00:00,8,5,457,105
2023-01-29 00:00:00+00:00,13,7,828,139
2023-01-30 00:00:00+00:00,21,11,966,176
2023-01-31 00:00:00+00:00,55,15,1021,197
2023-02-01 00:00:00+00:00,25,10,1057,246
2023-02-02 00:00:00+00:00,23,15,1654,368
