referrer,views_total,views_unique
nutui.jd.com,4619,821
github.com,1782,332
Google,185,86
link.juejin.cn,139,72
Baidu,38,25
cn.bing.com,36,21
gitee.com,26,16
mail.qq.com,21,6
link.csdn.net,20,11
link.segmentfault.com,19,3
