referrer,views_total,views_unique
nutui.jd.com,3440,645
github.com,627,124
Google,267,132
medium.com,216,57
cn.bing.com,131,63
link.juejin.cn,67,21
Baidu,62,39
Bing,59,34
npmjs.com,50,13
link.zhihu.com,33,9
