referrer,views_total,views_unique
nutui.jd.com,4076,795
github.com,649,155
Google,465,158
cn.bing.com,254,100
link.juejin.cn,201,37
Baidu,142,71
medium.com,43,16
gitee.com,41,12
hellogithub.com,35,9
wx.mail.qq.com,29,1
