referrer,views_total,views_unique
nutui.jd.com,5441,1065
github.com,1482,291
Google,261,116
cn.bing.com,87,42
link.juejin.cn,65,37
link.zhihu.com,49,23
link.csdn.net,38,4
gitee.com,32,18
Bing,22,14
npmjs.com,19,11
