referrer,views_total,views_unique
nutui.jd.com,4207,848
github.com,625,144
Google,333,145
cn.bing.com,108,59
Bing,91,32
Baidu,79,60
medium.com,54,23
link.juejin.cn,49,29
gitee.com,31,10
link.zhihu.com,22,12
