referrer,views_total,views_unique
nutui.jd.com,5777,927
github.com,1654,313
Google,272,102
link.juejin.cn,157,59
joyspace.jd.com,127,3
Baidu,49,32
link.csdn.net,36,12
cn.bing.com,32,26
link.zhihu.com,27,24
gitee.com,24,8
