referrer,views_total,views_unique
nutui.jd.com,6479,913
github.com,1851,325
Google,224,75
link.juejin.cn,121,86
gitee.com,89,21
blog.csdn.net,72,8
Baidu,71,19
cn.bing.com,66,25
link.csdn.net,28,22
link.zhihu.com,18,13
