url_path,views_total,views_unique
/jdf2e/nutui,1982,1064
/jdf2e/nutui/issues,1365,332
/jdf2e/nutui/tree/v4/src,574,126
/jdf2e/nutui/releases,397,231
/jdf2e/nutui/tree/v4/src/packages,320,82
/jdf2e/nutui/tree/v4/packages,306,80
/jdf2e/nutui/tree/v4/src/packages/__VUE,176,53
/jdf2e/nutui/pulls,125,29
/jdf2e/nutui/tree/v4/src/sites,118,26
/jdf2e/nutui/tree/v4/publish,93,25
