referrer,views_total,views_unique
nutui.jd.com,4896,1042
github.com,1794,322
Google,236,101
link.juejin.cn,80,41
cn.bing.com,70,32
link.zhihu.com,42,25
gitee.com,36,22
Bing,33,9
Baidu,30,11
mail.qq.com,23,8
