referrer,views_total,views_unique
nutui.jd.com,3482,820
github.com,626,158
Google,289,139
cn.bing.com,165,52
Baidu,80,51
medium.com,78,31
link.juejin.cn,55,22
hellogithub.com,51,41
gitee.com,31,9
blog.csdn.net,24,7
