referrer,views_total,views_unique
nutui.jd.com,3701,789
github.com,657,141
Google,364,129
cn.bing.com,224,91
link.juejin.cn,116,35
Baidu,106,62
medium.com,40,17
Bing,30,14
wx.mail.qq.com,28,1
gitee.com,25,10
