referrer,views_total,views_unique
nutui.jd.com,5304,1210
github.com,2438,324
Google,202,74
link.juejin.cn,62,39
cn.bing.com,62,28
link.zhihu.com,60,19
Baidu,47,19
joyspace.jd.com,35,2
Bing,28,7
gitee.com,21,16
