referrer,views_total,views_unique
nutui.jd.com,4660,844
github.com,875,166
Google,255,106
cn.bing.com,154,60
link.juejin.cn,90,27
npmjs.com,47,8
Baidu,27,15
link.zhihu.com,25,16
link.csdn.net,20,8
gitee.com,19,10
