time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-14 00:00:00+00:00,17,10,1185,177
2022-12-15 00:00:00+00:00,25,10,1366,173
2022-12-16 00:00:00+00:00,61,15,1113,188
2022-12-17 00:00:00+00:00,2,2,215,77
2022-12-18 00:00:00+00:00,3,3,105,36
2022-12-19 00:00:00+00:00,59,17,823,145
2022-12-20 00:00:00+00:00,103,18,824,149
2022-12-21 00:00:00+00:00,25,11,674,125
2022-12-22 00:00:00+00:00,77,14,833,165
2022-12-23 00:00:00+00:00,176,24,879,159
2022-12-24 00:00:00+00:00,5,5,219,62
2022-12-25 00:00:00+00:00,38,15,217,69
2022-12-26 00:00:00+00:00,71,15,666,145
2022-12-27 00:00:00+00:00,62,16,657,147
