referrer,views_total,views_unique
nutui.jd.com,1655,350
github.com,740,152
Google,44,26
cn.bing.com,17,9
link.juejin.cn,13,9
github.dev,11,1
link.zhihu.com,10,7
npmjs.com,9,3
gitee.com,6,6
Baidu,5,4
