referrer,views_total,views_unique
nutui.jd.com,3803,817
github.com,1043,230
Google,161,105
link.juejin.cn,84,46
cn.bing.com,69,32
gitee.com,55,11
Baidu,53,14
ku.baidu-int.com,31,1
link.zhihu.com,19,18
link.csdn.net,13,9
