time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-24 00:00:00+00:00,10,4,652,157
2024-07-25 00:00:00+00:00,17,8,765,152
2024-07-26 00:00:00+00:00,11,4,575,136
2024-07-27 00:00:00+00:00,16,7,255,70
2024-07-28 00:00:00+00:00,9,4,142,45
2024-07-29 00:00:00+00:00,22,5,538,154
2024-07-30 00:00:00+00:00,22,11,965,167
2024-07-31 00:00:00+00:00,24,8,740,169
2024-08-01 00:00:00+00:00,19,7,506,145
2024-08-02 00:00:00+00:00,30,12,776,163
2024-08-03 00:00:00+00:00,4,4,298,83
2024-08-04 00:00:00+00:00,11,7,245,67
2024-08-05 00:00:00+00:00,17,12,835,176
2024-08-06 00:00:00+00:00,9,4,555,161
