referrer,views_total,views_unique
nutui.jd.com,4784,801
github.com,1202,249
Google,336,144
npmjs.com,236,9
link.juejin.cn,92,45
cn.bing.com,86,42
ktsoft.coding.net,85,2
Baidu,48,8
gitee.com,45,12
link.zhihu.com,36,13
