referrer,views_total,views_unique
nutui.jd.com,5469,1070
github.com,1539,295
Google,271,120
cn.bing.com,83,42
link.juejin.cn,64,35
link.zhihu.com,57,27
link.csdn.net,38,4
gitee.com,31,18
Bing,23,15
npmjs.com,19,11
