url_path,views_total,views_unique
/jdf2e/nutui,1685,929
/jdf2e/nutui/issues,1079,365
/jdf2e/nutui/tree/v4/src,338,128
/jdf2e/nutui/releases,332,193
/jdf2e/nutui/tree/v4/src/packages,263,113
/jdf2e/nutui/tree/v4/src/packages/__VUE,140,75
/jdf2e/nutui/pulls,123,33
/jdf2e/nutui/tree/v4/src/sites,96,48
/jdf2e/nutui/issues/2126,53,47
/jdf2e/nutui/search,51,28
