referrer,views_total,views_unique
nutui.jd.com,3403,637
github.com,618,123
Google,305,133
medium.com,209,55
cn.bing.com,126,60
link.juejin.cn,66,21
Baidu,57,36
Bing,49,31
npmjs.com,40,12
link.zhihu.com,35,11
