referrer,views_total,views_unique
nutui.jd.com,4013,767
github.com,411,104
Google,316,121
Baidu,90,54
cn.bing.com,87,33
link.juejin.cn,68,26
medium.com,58,24
gitee.com,49,10
Bing,30,18
link.csdn.net,18,15
