time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-11 00:00:00+00:00,2,2,249,51
2023-06-12 00:00:00+00:00,37,14,1027,242
2023-06-13 00:00:00+00:00,36,16,766,182
2023-06-14 00:00:00+00:00,21,15,1136,170
2023-06-15 00:00:00+00:00,7,6,982,184
2023-06-16 00:00:00+00:00,15,9,940,179
2023-06-17 00:00:00+00:00,4,4,263,80
2023-06-18 00:00:00+00:00,4,4,374,74
2023-06-19 00:00:00+00:00,50,11,940,187
2023-06-20 00:00:00+00:00,23,9,846,170
2023-06-21 00:00:00+00:00,2,2,844,159
2023-06-22 00:00:00+00:00,9,6,254,53
2023-06-23 00:00:00+00:00,6,6,312,52
2023-06-24 00:00:00+00:00,2,2,155,54
