time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-01 00:00:00+00:00,3,2,90,38
2023-05-02 00:00:00+00:00,2,2,133,52
2023-05-03 00:00:00+00:00,4,4,250,70
2023-05-04 00:00:00+00:00,8,7,934,211
2023-05-05 00:00:00+00:00,10,5,1072,192
2023-05-06 00:00:00+00:00,14,14,1195,206
2023-05-07 00:00:00+00:00,2,2,253,65
2023-05-08 00:00:00+00:00,71,17,1367,230
2023-05-09 00:00:00+00:00,14,8,1088,189
2023-05-10 00:00:00+00:00,16,11,886,160
2023-05-11 00:00:00+00:00,16,13,1038,184
2023-05-12 00:00:00+00:00,22,9,938,167
2023-05-13 00:00:00+00:00,4,4,352,82
2023-05-14 00:00:00+00:00,1,1,265,51
