referrer,views_total,views_unique
nutui.jd.com,4271,763
github.com,1201,203
Google,286,115
cn.bing.com,135,52
link.zhihu.com,78,12
npmjs.com,60,6
link.juejin.cn,58,29
gitee.com,44,13
Baidu,23,16
Bing,21,11
