time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-13 00:00:00+00:00,17,7,59,26
2024-02-14 00:00:00+00:00,7,7,72,20
2024-02-15 00:00:00+00:00,4,4,78,23
2024-02-16 00:00:00+00:00,6,6,137,28
2024-02-17 00:00:00+00:00,9,8,69,29
2024-02-18 00:00:00+00:00,4,4,531,132
2024-02-19 00:00:00+00:00,92,19,681,134
2024-02-20 00:00:00+00:00,9,8,794,145
2024-02-21 00:00:00+00:00,23,12,923,167
2024-02-22 00:00:00+00:00,9,9,522,147
2024-02-23 00:00:00+00:00,65,8,958,147
2024-02-24 00:00:00+00:00,8,8,351,52
2024-02-25 00:00:00+00:00,6,5,233,46
2024-02-26 00:00:00+00:00,45,13,992,160
