referrer,views_total,views_unique
nutui.jd.com,3448,684
github.com,1553,260
Google,151,67
gitee.com,35,16
cn.bing.com,29,20
Baidu,26,12
xingyun.jd.com,25,7
link.juejin.cn,24,19
mail.qq.com,21,6
link.zhihu.com,17,13
