time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-16 00:00:00+00:00,31,10,1106,223
2023-03-17 00:00:00+00:00,18,6,1058,199
2023-03-18 00:00:00+00:00,3,3,336,80
2023-03-19 00:00:00+00:00,4,3,414,78
2023-03-20 00:00:00+00:00,14,9,1069,193
2023-03-21 00:00:00+00:00,24,11,1007,190
2023-03-22 00:00:00+00:00,8,7,750,200
2023-03-23 00:00:00+00:00,11,10,921,213
2023-03-24 00:00:00+00:00,22,13,1246,226
2023-03-25 00:00:00+00:00,5,5,513,112
2023-03-26 00:00:00+00:00,6,6,396,94
2023-03-27 00:00:00+00:00,18,14,756,216
2023-03-28 00:00:00+00:00,7,6,735,203
2023-03-29 00:00:00+00:00,7,5,1272,231
