time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-15 00:00:00+00:00,39,9,437,85
2023-07-16 00:00:00+00:00,3,3,163,75
2023-07-17 00:00:00+00:00,32,12,877,184
2023-07-18 00:00:00+00:00,32,7,1261,207
2023-07-19 00:00:00+00:00,38,13,966,167
2023-07-20 00:00:00+00:00,78,15,859,172
2023-07-21 00:00:00+00:00,51,15,1150,187
2023-07-22 00:00:00+00:00,7,6,478,81
2023-07-23 00:00:00+00:00,8,8,385,63
2023-07-24 00:00:00+00:00,58,19,976,199
2023-07-25 00:00:00+00:00,6,6,978,181
2023-07-26 00:00:00+00:00,7,7,875,184
2023-07-27 00:00:00+00:00,39,10,1395,169
2023-07-28 00:00:00+00:00,14,8,1219,161
