referrer,views_total,views_unique
nutui.jd.com,4507,874
github.com,822,162
Google,274,120
cn.bing.com,104,51
npmjs.com,71,5
link.zhihu.com,50,24
wx.mail.qq.com,35,1
gitee.com,29,10
link.juejin.cn,21,17
xingyun.jd.com,15,3
