referrer,views_total,views_unique
nutui.jd.com,5272,1050
github.com,1420,288
Google,208,91
cn.bing.com,85,44
link.juejin.cn,77,35
link.zhihu.com,59,28
link.csdn.net,37,3
Baidu,27,16
gitee.com,22,15
npmjs.com,22,9
