referrer,views_total,views_unique
nutui.jd.com,4679,744
github.com,419,105
Google,319,130
cn.bing.com,99,44
gitee.com,84,12
Baidu,82,48
medium.com,74,30
link.juejin.cn,43,23
Bing,34,23
marketplace.visualstudio.com,16,1
