referrer,views_total,views_unique
nutui.jd.com,4259,787
github.com,2088,309
Google,159,108
cn.bing.com,91,37
link.juejin.cn,88,45
Baidu,43,19
link.zhihu.com,41,26
gitee.com,21,17
github1s.com,19,2
Bing,17,6
