referrer,views_total,views_unique
nutui.jd.com,5752,897
github.com,1400,249
Google,284,104
cn.bing.com,108,57
joyspace.jd.com,82,1
link.juejin.cn,56,24
link.zhihu.com,45,15
Baidu,35,14
kgithub.com,20,3
gitee.com,19,7
