referrer,views_total,views_unique
nutui.jd.com,4885,818
github.com,852,164
Google,241,107
link.zhihu.com,103,19
cn.bing.com,80,45
link.juejin.cn,52,30
gitee.com,39,11
Bing,29,12
xingyun.jd.com,22,1
npmjs.com,21,4
